Unnamed: 0,IMSDB_Title,RT_Title,CriticScore,AudienceScore,CriticScoreCategory
293,Cliffhanger,Cliffhanger,69.0,52.0,fresh
295,Clueless,Clueless,82.0,76.0,certified fresh
296,Cobb,Cobb,65.0,59.0,fresh
297,Coco,Coco,97.0,94.0,certified fresh
298,Code-of-Silence,Code-of-Silence,63.0,51.0,fresh
299,Cold-Mountain,Cold-Mountain,71.0,77.0,fresh
300,Collateral,Collateral,86.0,84.0,certified fresh
301,Collateral-Damage,Collateral-Damage,19.0,27.0,rotten
302,Colombiana,Colombiana,28.0,67.0,rotten
303,Color-of-Night,Color-of-Night,22.0,30.0,rotten
304,Commando,Commando,71.0,67.0,fresh
305,Conan-the-Barbarian,Conan-the-Barbarian,64.0,74.0,fresh
306,Conan-the-Barbarian,Conan-the-Barbarian,25.0,30.0,rotten
307,Confessions-of-a-Dangerous-Mind,Confessions-of-a-Dangerous-Mind,79.0,75.0,certified fresh
308,Confidence,Confidence,69.0,70.0,fresh
309,Constantine,Constantine,46.0,72.0,rotten
310,Contact,Contact,66.0,78.0,fresh
311,Cooler,Cooler,77.0,69.0,certified fresh
312,Copycat,Copycat,78.0,64.0,certified fresh
313,Coraline,Coraline,90.0,73.0,certified fresh
314,Coriolanus,Coriolanus,92.0,58.0,certified fresh
315,Courage-Under-Fire,Courage-Under-Fire,85.0,66.0,certified fresh
316,Cowboys-&-Aliens,Cowboys-&-Aliens,44.0,43.0,rotten
317,Cradle-2-the-Grave,Cradle-2-the-Grave,25.0,52.0,rotten
318,Crank,Crank,61.0,71.0,fresh
319,Crash,Crash,74.0,88.0,fresh
322,Creation,Creation,46.0,49.0,rotten
323,Crime-Spree,Crime-Spree,33.0,56.0,rotten
324,Croods,Croods,71.0,77.0,fresh
328,Crow,Crow,83.0,90.0,certified fresh
329,Crow-City-of-Angels,Crow:-City-of-Angels,12.0,40.0,rotten
330,Cruel-Intentions,Cruel-Intentions,54.0,81.0,rotten
331,Crying-Game,Crying-Game,94.0,78.0,certified fresh
332,Cube,Cube,63.0,76.0,fresh
333,Curious-Case-of-Benjamin-Button,Curious-Case-of-Benjamin-Button,72.0,80.0,fresh
335,Dallas-Buyers-Club,Dallas-Buyers-Club,93.0,91.0,certified fresh
336,Damned-United,Damned-United,92.0,85.0,certified fresh
337,Dances-with-Wolves,Dances-with-Wolves,83.0,87.0,certified fresh
338,Danish-Girl,Danish-Girl,67.0,72.0,fresh
339,Dark-City,Dark-City,76.0,85.0,certified fresh
340,Dark-Knight-Rises,Dark-Knight-Rises,87.0,90.0,certified fresh
341,Dark-Knight,Dark-Knight,94.0,94.0,certified fresh
343,Darkman,Darkman,84.0,59.0,certified fresh
344,Date-Night,Date-Night,66.0,55.0,fresh
346,Dawn-of-the-Dead,Dawn-of-the-Dead,75.0,77.0,certified fresh
347,Day-of-the-Dead,Day-of-the-Dead,13.0,22.0,rotten
348,Day-of-the-Dead,Day-of-the-Dead,81.0,75.0,certified fresh
350,Day-the-Earth-Stood-Still,Day-the-Earth-Stood-Still,95.0,87.0,certified fresh
351,Day-the-Earth-Stood-Still,Day-the-Earth-Stood-Still,21.0,27.0,rotten
352,Days-of-Heaven,Days-of-Heaven,92.0,89.0,certified fresh
353,Dead-Poets-Society,Dead-Poets-Society,84.0,92.0,certified fresh
354,Deadpool,Deadpool,85.0,90.0,certified fresh
355,Dear-White-People,Dear-White-People,91.0,61.0,certified fresh
356,Death-at-a-Funeral,Death-at-a-Funeral,62.0,79.0,fresh
357,Death-at-a-Funeral,Death-at-a-Funeral,43.0,45.0,rotten
358,Death-to-Smoochy,Death-to-Smoochy,42.0,66.0,rotten
359,Debt,Debt,77.0,66.0,certified fresh
360,Deception,Deception,11.0,31.0,rotten
361,Deep-Cover,Deep-Cover,82.0,77.0,certified fresh
362,Deep-Rising,Deep-Rising,28.0,43.0,rotten
363,Deer-Hunter,Deer-Hunter,93.0,92.0,certified fresh
364,Defiance,Defiance,58.0,72.0,rotten
365,Departed,Departed,91.0,94.0,certified fresh
366,Descendants,Descendants,88.0,79.0,certified fresh
367,Despicable-Me-2,Despicable-Me-2,75.0,85.0,certified fresh
368,Detroit-Rock-City,Detroit-Rock-City,48.0,82.0,rotten
369,Devil-in-a-Blue-Dress,Devil-in-a-Blue-Dress,88.0,70.0,certified fresh
370,Devil-Wears-Prada,Devil-Wears-Prada,75.0,76.0,certified fresh
371,Devil's-Advocate,Devil's-Advocate,63.0,80.0,fresh
372,Die-Hard,Die-Hard,94.0,94.0,certified fresh
373,Die-Hard-2,Die-Hard-2,69.0,70.0,fresh
374,Diner,Diner,93.0,78.0,certified fresh
376,Disturbia,Disturbia,69.0,77.0,fresh
377,Django-Unchained,Django-Unchained,87.0,91.0,certified fresh
378,Do-The-Right-Thing,Do-The-Right-Thing,93.0,90.0,certified fresh
379,Dog-Day-Afternoon,Dog-Day-Afternoon,96.0,90.0,certified fresh
381,Donnie-Brasco,Donnie-Brasco,88.0,89.0,certified fresh
382,Donnie-Darko,Donnie-Darko,86.0,80.0,certified fresh
383,Doors,Doors,57.0,79.0,rotten
384,Double-Indemnity,Double-Indemnity,97.0,95.0,certified fresh
385,Drag-Me-to-Hell,Drag-Me-to-Hell,92.0,62.0,certified fresh
386,Dragonslayer,Dragonslayer,84.0,62.0,certified fresh
387,Dragonslayer,Dragonslayer,90.0,61.0,certified fresh
388,Drive,Drive,92.0,79.0,certified fresh
389,Drive,Drive,0.0,17.0,rotten
390,Drive-Angry,Drive-Angry,47.0,37.0,rotten
391,Drop-Dead-Gorgeous,Drop-Dead-Gorgeous,45.0,75.0,rotten
393,Duck-Soup,Duck-Soup,92.0,91.0,certified fresh
394,Dumb-and-Dumber,Dumb-and-Dumber,68.0,84.0,fresh
395,Dune,Dune,53.0,66.0,rotten
397,Eagle-Eye,Eagle-Eye,26.0,62.0,rotten
398,Eastern-Promises,Eastern-Promises,89.0,83.0,certified fresh
399,Easy-A,Easy-A,85.0,77.0,certified fresh
401,Ed-Wood,Ed-Wood,92.0,88.0,certified fresh
402,Edward-Scissorhands,Edward-Scissorhands,90.0,91.0,certified fresh
403,Eight-Legged-Freaks,Eight-Legged-Freaks,48.0,32.0,rotten
404,El-Mariachi,El-Mariachi,93.0,76.0,certified fresh
405,Election,Election,92.0,79.0,certified fresh
406,Elephant-Man,Elephant-Man,92.0,93.0,certified fresh
407,Elizabeth-The-Golden-Age,Elizabeth:-The-Golden-Age,34.0,59.0,rotten
409,Enemy-of-the-State,Enemy-of-the-State,72.0,78.0,fresh
410,English-Patient,English-Patient,85.0,83.0,certified fresh
411,Enough,Enough,22.0,67.0,rotten
412,Entrapment,Entrapment,39.0,50.0,rotten
413,Equilibrium,Equilibrium,41.0,81.0,rotten
414,Erik-the-Viking,Erik-the-Viking,47.0,58.0,rotten
415,Erin-Brockovich,Erin-Brockovich,84.0,81.0,certified fresh
417,Escape-From-New-York,Escape-From-New-York,86.0,77.0,certified fresh
418,Eternal-Sunshine-of-the-Spotless-Mind,Eternal-Sunshine-of-the-Spotless-Mind,93.0,94.0,certified fresh
420,Event-Horizon,Event-Horizon,28.0,61.0,rotten
421,Evil-Dead,Evil-Dead,95.0,84.0,certified fresh
422,Evil-Dead,Evil-Dead,62.0,63.0,fresh
424,Ex-Machina,Ex-Machina,92.0,86.0,certified fresh
425,Excalibur,Excalibur,80.0,80.0,certified fresh
427,eXistenZ,eXistenZ,74.0,69.0,fresh
428,Extract,Extract,62.0,38.0,fresh
429,Eyes-Wide-Shut,Eyes-Wide-Shut,75.0,73.0,certified fresh
432,Fair-Game,Fair-Game,12.0,14.0,rotten
433,Fair-Game,Fair-Game,79.0,65.0,certified fresh
435,Family-Man,Family-Man,53.0,67.0,rotten
436,Fantastic-Four,Fantastic-Four,27.0,45.0,rotten
437,Fantastic-Four,Fantastic-Four,9.0,18.0,rotten
439,Fargo,Fargo,94.0,93.0,certified fresh
440,Fast-Times-at-Ridgemont-High,Fast-Times-at-Ridgemont-High,76.0,80.0,certified fresh
441,Fatal-Instinct,Fatal-Instinct,18.0,40.0,rotten
442,Fault-in-Our-Stars,Fault-in-Our-Stars,81.0,85.0,certified fresh
443,Fear-and-Loathing-in-Las-Vegas,Fear-and-Loathing-in-Las-Vegas,49.0,89.0,rotten
444,Feast,Feast,57.0,59.0,rotten
445,Ferris-Bueller's-Day-Off,Ferris-Bueller's-Day-Off,81.0,92.0,certified fresh
446,Field-of-Dreams,Field-of-Dreams,87.0,86.0,certified fresh
447,Fifth-Element,Fifth-Element,70.0,86.0,fresh
448,Fight-Club,Fight-Club,79.0,96.0,certified fresh
449,Fighter,Fighter,90.0,89.0,certified fresh
450,Final-Destination,Final-Destination,35.0,68.0,rotten
451,Final-Destination,Final-Destination,28.0,35.0,rotten
452,Final-Destination-2,Final-Destination-2,48.0,58.0,rotten
453,Finding-Nemo,Finding-Nemo,99.0,86.0,certified fresh
454,First-Cow,First-Cow,96.0,56.0,certified fresh
455,Five-Easy-Pieces,Five-Easy-Pieces,88.0,84.0,certified fresh
456,Flash-Gordon,Flash-Gordon,83.0,69.0,certified fresh
457,Fletch,Fletch,77.0,81.0,certified fresh
458,Flight,Flight,78.0,75.0,certified fresh
459,Flintstones,Flintstones,22.0,24.0,rotten
460,Forrest-Gump,Forrest-Gump,71.0,95.0,fresh
461,Four-Feathers,Four-Feathers,100.0,85.0,certified fresh
462,Four-Feathers,Four-Feathers,41.0,65.0,rotten
463,Four-Rooms,Four-Rooms,13.0,69.0,rotten
464,Foxcatcher,Foxcatcher,87.0,66.0,certified fresh
465,Fracture,Fracture,71.0,73.0,fresh
466,Frances,Frances,66.0,77.0,fresh
467,Frankenstein,Frankenstein,17.0,47.0,rotten
468,Frankenstein,Frankenstein,100.0,35.0,certified fresh
469,Frankenweenie,Frankenweenie,87.0,70.0,certified fresh
471,Freddy-vs.-Jason,Freddy-vs.-Jason,41.0,50.0,rotten
472,French-Connection,French-Connection,98.0,87.0,certified fresh
473,Frequency,Frequency,70.0,81.0,fresh
474,Friday-the-13th,Friday-the-13th,64.0,61.0,fresh
475,Friday-the-13th,Friday-the-13th,26.0,46.0,rotten
476,Friday-the-13th-Part-VIII-Jason-Takes-Manhattan,Friday-the-13th-Part-VIII:-Jason-Takes-Manhattan,8.0,27.0,rotten
477,Fright-Night,Fright-Night,92.0,76.0,certified fresh
478,Fright-Night,Fright-Night,72.0,59.0,fresh
480,From-Dusk-Till-Dawn,From-Dusk-Till-Dawn,62.0,76.0,fresh
481,From-Here-to-Eternity,From-Here-to-Eternity,92.0,84.0,certified fresh
482,Frozen,Frozen,63.0,46.0,fresh
483,Frozen,Frozen,90.0,85.0,certified fresh
485,Frozen-River,Frozen-River,88.0,74.0,certified fresh
486,Fruitvale-Station,Fruitvale-Station,94.0,87.0,certified fresh
487,Fugitive,Fugitive,86.0,61.0,certified fresh
488,Fugitive,Fugitive,96.0,89.0,certified fresh
489,Full-Metal-Jacket,Full-Metal-Jacket,92.0,94.0,certified fresh
490,Funny-People,Funny-People,69.0,48.0,fresh
491,Fury,Fury,75.0,49.0,certified fresh
492,Fury,Fury,100.0,89.0,certified fresh
493,Fury,Fury,76.0,84.0,certified fresh
494,G.I.-Jane,G.I.-Jane,51.0,53.0,rotten
495,G.I.-Joe-The-Rise-of-Cobra,G.I.-Joe:-The-Rise-of-Cobra,34.0,50.0,rotten
496,Game-6,Game-6,61.0,38.0,fresh
497,Game,Game,74.0,84.0,fresh
498,Gamer,Gamer,30.0,39.0,rotten
499,Gandhi,Gandhi,85.0,92.0,certified fresh
500,Gang-Related,Gang-Related,53.0,65.0,rotten
501,Gangs-of-New-York,Gangs-of-New-York,73.0,81.0,fresh
502,Garden-State,Garden-State,86.0,88.0,certified fresh
503,Gattaca,Gattaca,82.0,87.0,certified fresh
504,Get-Carter,Get-Carter,84.0,85.0,certified fresh
505,Get-Carter,Get-Carter,11.0,28.0,rotten
506,Get-Low,Get-Low,85.0,75.0,certified fresh
507,Get-on-Up,Get-on-Up,80.0,68.0,certified fresh
508,Get-Out,Get-Out,98.0,86.0,certified fresh
509,Get-Shorty,Get-Shorty,88.0,70.0,certified fresh
510,Getaway,Getaway,86.0,81.0,certified fresh
511,Getaway,Getaway,32.0,28.0,rotten
512,Getaway,Getaway,3.0,35.0,rotten
513,Ghost,Ghost,74.0,80.0,fresh
514,Ghost-and-the-Darkness,Ghost-and-the-Darkness,49.0,75.0,rotten
515,Ghost-Rider,Ghost-Rider,26.0,48.0,rotten
516,Ghost-Ship,Ghost-Ship,16.0,37.0,rotten
517,Ghost-World,Ghost-World,93.0,84.0,certified fresh
518,Ghostbusters,Ghostbusters,74.0,50.0,fresh
519,Ghostbusters-2,Ghostbusters-2,54.0,61.0,rotten
520,Ginger-Snaps,Ginger-Snaps,89.0,78.0,certified fresh
521,Girl-with-the-Dragon-Tattoo,Girl-with-the-Dragon-Tattoo,86.0,86.0,certified fresh
522,Girl-with-the-Dragon-Tattoo,Girl-with-the-Dragon-Tattoo,85.0,87.0,certified fresh
523,Gladiator,Gladiator,31.0,68.0,rotten
524,Gladiator,Gladiator,77.0,87.0,certified fresh
526,Go,Go,91.0,78.0,certified fresh
527,Godfather,Godfather,98.0,98.0,certified fresh
530,Gods-and-Monsters,Gods-and-Monsters,95.0,83.0,certified fresh
531,Godzilla,Godzilla,15.0,28.0,rotten
532,Godzilla,Godzilla,76.0,66.0,certified fresh
533,Gone-Baby-Gone,Gone-Baby-Gone,94.0,86.0,certified fresh
534,Gone-in-60-Seconds,Gone-in-60-Seconds,43.0,66.0,rotten
536,Good-Will-Hunting,Good-Will-Hunting,97.0,94.0,certified fresh
537,Goodfellas,Goodfellas,96.0,97.0,certified fresh
538,Gothika,Gothika,15.0,45.0,rotten
539,Grabbers,Grabbers,72.0,51.0,fresh
540,Graduate,Graduate,87.0,90.0,certified fresh
541,Gran-Torino,Gran-Torino,81.0,90.0,certified fresh
542,Grand-Hotel,Grand-Hotel,86.0,77.0,certified fresh
543,Grand-Theft-Parsons,Grand-Theft-Parsons,46.0,52.0,rotten
544,Grapes-of-Wrath,Grapes-of-Wrath,100.0,88.0,certified fresh
545,Gravity,Gravity,96.0,80.0,certified fresh
546,Great-Gatsby,Great-Gatsby,39.0,47.0,rotten
547,Great-Gatsby,Great-Gatsby,48.0,67.0,rotten
548,Green-Mile,Green-Mile,78.0,94.0,certified fresh
549,Gremlins,Gremlins,85.0,78.0,certified fresh
551,Grifters,Grifters,91.0,70.0,certified fresh
553,Groundhog-Day,Groundhog-Day,96.0,88.0,certified fresh
554,Grudge,Grudge,40.0,46.0,rotten
555,Grudge,Grudge,20.0,23.0,rotten
557,Hackers,Hackers,33.0,68.0,rotten
558,Hall-Pass,Hall-Pass,33.0,40.0,rotten
559,Halloween,Halloween,96.0,89.0,certified fresh
560,Halloween,Halloween,27.0,59.0,rotten
561,Halloween,Halloween,79.0,70.0,certified fresh
563,Hancock,Hancock,41.0,59.0,rotten
564,Hangover,Hangover,78.0,84.0,certified fresh
565,Hanna,Hanna,71.0,66.0,fresh
566,Hannah-and-Her-Sisters,Hannah-and-Her-Sisters,91.0,90.0,certified fresh
567,Hannibal,Hannibal,39.0,62.0,rotten
569,Happy-Feet,Happy-Feet,76.0,70.0,certified fresh
570,Hard-Rain,Hard-Rain,30.0,34.0,rotten
571,Hard-to-Kill,Hard-to-Kill,38.0,47.0,rotten
573,Harry-Potter-and-the-Chamber-of-Secrets,Harry-Potter-and-the-Chamber-of-Secrets,82.0,80.0,certified fresh
575,Harry-Potter-and-the-Goblet-of-Fire,Harry-Potter-and-the-Goblet-of-Fire,88.0,74.0,certified fresh
576,Harry-Potter-and-the-Half-Blood-Prince,Harry-Potter-and-the-Half-Blood-Prince,84.0,78.0,certified fresh
577,Harry-Potter-and-the-Prisoner-of-Azkaban,Harry-Potter-and-the-Prisoner-of-Azkaban,90.0,86.0,certified fresh
578,Harry-Potter-and-the-Sorcerer's-Stone,Harry-Potter-and-the-Sorcerer's-Stone,81.0,82.0,certified fresh
579,Haunting,Haunting,88.0,82.0,certified fresh
580,Haunting,Haunting,16.0,28.0,rotten
581,He's-Just-Not-That-Into-You,He's-Just-Not-That-Into-You,42.0,59.0,rotten
582,Heat,Heat,17.0,26.0,rotten
583,Heat,Heat,87.0,94.0,certified fresh
584,Heat,Heat,66.0,71.0,fresh
585,Heathers,Heathers,93.0,83.0,certified fresh
586,Heavenly-Creatures,Heavenly-Creatures,92.0,83.0,certified fresh
587,Heavy-Metal,Heavy-Metal,60.0,67.0,fresh
588,Hebrew-Hammer,Hebrew-Hammer,46.0,64.0,rotten
589,Heist,Heist,66.0,60.0,fresh
590,Heist,Heist,29.0,41.0,rotten
591,Hellbound-Hellraiser-II,Hellbound:-Hellraiser-II,50.0,58.0,rotten
592,Hellboy,Hellboy,81.0,66.0,certified fresh
593,Hellboy,Hellboy,18.0,49.0,rotten
595,Hellraiser,Hellraiser,72.0,72.0,fresh
597,Hellraiser-Deader,Hellraiser:-Deader,14.0,26.0,rotten
598,Hellraiser-Hellseeker,Hellraiser:-Hellseeker,0.0,33.0,rotten
599,Help,Help,76.0,89.0,certified fresh
600,Henry-Fool,Henry-Fool,89.0,82.0,certified fresh
601,Henry's-Crime,Henry's-Crime,42.0,25.0,rotten
602,Her,Her,95.0,82.0,certified fresh
603,Hesher,Hesher,55.0,61.0,rotten
604,High-Fidelity,High-Fidelity,91.0,90.0,certified fresh
605,Highlander,Highlander,69.0,79.0,fresh
606,Highlander-Endgame,Highlander:-Endgame,11.0,38.0,rotten
607,Hills-Have-Eyes,Hills-Have-Eyes,65.0,54.0,fresh
608,Hills-Have-Eyes,Hills-Have-Eyes,52.0,58.0,rotten
609,His-Girl-Friday,His-Girl-Friday,98.0,90.0,certified fresh
610,Hitchcock,Hitchcock,60.0,60.0,fresh
611,Hitchhiker's-Guide-to-the-Galaxy,Hitchhiker's-Guide-to-the-Galaxy,60.0,65.0,fresh
612,Hollow-Man,Hollow-Man,27.0,28.0,rotten
613,Honeydripper,Honeydripper,69.0,57.0,fresh
614,Horrible-Bosses,Horrible-Bosses,69.0,70.0,fresh
615,Horse-Whisperer,Horse-Whisperer,74.0,72.0,fresh
616,Hospital,Hospital,100.0,73.0,certified fresh
617,Hostage,Hostage,35.0,62.0,rotten
618,Hot-Tub-Time-Machine,Hot-Tub-Time-Machine,64.0,56.0,fresh
619,Hotel-Rwanda,Hotel-Rwanda,91.0,94.0,certified fresh
620,House-of-1000-Corpses,House-of-1000-Corpses,20.0,65.0,rotten
621,How-to-Lose-Friends-&-Alienate-People,How-to-Lose-Friends-&-Alienate-People,37.0,42.0,rotten
622,How-to-Train-Your-Dragon,How-to-Train-Your-Dragon,99.0,91.0,certified fresh
623,How-to-Train-Your-Dragon-2,How-to-Train-Your-Dragon-2,91.0,90.0,certified fresh
624,Hudson-Hawk,Hudson-Hawk,30.0,56.0,rotten
625,Hudsucker-Proxy,Hudsucker-Proxy,59.0,79.0,rotten
626,Human-Nature,Human-Nature,49.0,61.0,rotten
627,Hunt-for-Red-October,Hunt-for-Red-October,89.0,88.0,certified fresh
628,Hurt-Locker,Hurt-Locker,97.0,84.0,certified fresh
629,I-Am-Number-Four,I-Am-Number-Four,33.0,57.0,rotten
630,I-am-Sam,I-am-Sam,35.0,87.0,rotten
631,I-Love-You-Phillip-Morris,I-Love-You-Phillip-Morris,71.0,61.0,fresh
632,I-Spit-on-Your-Grave,I-Spit-on-Your-Grave,32.0,47.0,rotten
633,I-Still-Know-What-You-Did-Last-Summer,I-Still-Know-What-You-Did-Last-Summer,7.0,29.0,rotten
634,I'll-Do-Anything,I'll-Do-Anything,61.0,42.0,fresh
636,Ice-Storm,Ice-Storm,85.0,82.0,certified fresh
637,Ides-of-March,Ides-of-March,84.0,73.0,certified fresh
638,Imaginarium-of-Doctor-Parnassus,Imaginarium-of-Doctor-Parnassus,64.0,60.0,fresh
639,In-the-Bedroom,In-the-Bedroom,93.0,81.0,certified fresh
640,In-the-Loop,In-the-Loop,94.0,82.0,certified fresh
641,Inception,Inception,87.0,91.0,certified fresh
642,Incredibles,Incredibles,97.0,75.0,certified fresh
643,Independence-Day,Independence-Day,67.0,75.0,fresh
644,Indiana-Jones-and-the-Last-Crusade,Indiana-Jones-and-the-Last-Crusade,88.0,94.0,certified fresh
646,Indiana-Jones-and-the-Temple-of-Doom,Indiana-Jones-and-the-Temple-of-Doom,84.0,81.0,certified fresh
648,Informant,Informant,89.0,62.0,certified fresh
649,Inglourious-Basterds,Inglourious-Basterds,89.0,88.0,certified fresh
650,Innerspace,Innerspace,82.0,65.0,certified fresh
651,Insider,Insider,96.0,90.0,certified fresh
652,Insidious,Insidious,66.0,62.0,fresh
653,Insomnia,Insomnia,92.0,77.0,certified fresh
654,Insomnia,Insomnia,97.0,77.0,certified fresh
655,Interstellar,Interstellar,72.0,86.0,fresh
656,Interview-with-the-Vampire,Interview-with-the-Vampire,63.0,86.0,fresh
657,Into-the-Wild,Into-the-Wild,83.0,89.0,certified fresh
658,Into-the-Woods,Into-the-Woods,71.0,49.0,fresh
659,Intolerable-Cruelty,Intolerable-Cruelty,75.0,48.0,certified fresh
660,Inventing-the-Abbotts,Inventing-the-Abbotts,31.0,52.0,rotten
661,Invention-of-Lying,Invention-of-Lying,56.0,39.0,rotten
662,Invictus,Invictus,77.0,75.0,certified fresh
663,Iron-Lady,Iron-Lady,52.0,51.0,rotten
664,Island,Island,40.0,51.0,rotten
665,It,It,87.0,81.0,certified fresh
666,It,It,85.0,84.0,certified fresh
667,It-Happened-One-Night,It-Happened-One-Night,98.0,93.0,certified fresh
668,It-Happened-One-Night,It-Happened-One-Night,98.0,93.0,certified fresh
669,It's-a-Wonderful-Life,It's-a-Wonderful-Life,94.0,95.0,certified fresh
670,It's-Complicated,It's-Complicated,58.0,60.0,rotten
671,Italian-Job,Italian-Job,83.0,86.0,certified fresh
672,Italian-Job,Italian-Job,73.0,80.0,fresh
673,Jacket,Jacket,44.0,73.0,rotten
674,Jackie-Brown,Jackie-Brown,87.0,85.0,certified fresh
675,Jacob's-Ladder,Jacob's-Ladder,73.0,84.0,fresh
676,Jacob's-Ladder,Jacob's-Ladder,4.0,39.0,rotten
677,Jade,Jade,14.0,27.0,rotten
678,Jane-Eyre,Jane-Eyre,100.0,83.0,certified fresh
679,Jane-Eyre,Jane-Eyre,84.0,76.0,certified fresh
680,Jason-X,Jason-X,20.0,25.0,rotten
681,Jaws,Jaws,98.0,90.0,certified fresh
682,Jaws-2,Jaws-2,58.0,38.0,rotten
683,Jay-and-Silent-Bob-Strike-Back,Jay-and-Silent-Bob-Strike-Back,52.0,75.0,rotten
685,Jennifer's-Body,Jennifer's-Body,45.0,34.0,rotten
688,JFK,JFK,84.0,88.0,certified fresh
689,Jimmy-and-Judy,Jimmy-and-Judy,50.0,68.0,rotten
690,John-Q,John-Q,23.0,78.0,rotten
691,John-Wick,John-Wick,87.0,81.0,certified fresh
693,Joker,Joker,68.0,88.0,fresh
694,Judge-Dredd,Judge-Dredd,20.0,30.0,rotten
695,Juno,Juno,94.0,88.0,certified fresh
696,Jurassic-Park,Jurassic-Park,91.0,91.0,certified fresh
697,Jurassic-Park-III,Jurassic-Park-III,49.0,36.0,rotten
700,Kalifornia,Kalifornia,59.0,64.0,rotten
701,Kate-&-Leopold,Kate-&-Leopold,50.0,62.0,rotten
703,Kids-Are-All-Right,Kids-Are-All-Right,92.0,74.0,certified fresh
705,Kill-Your-Darlings,Kill-Your-Darlings,77.0,60.0,certified fresh
707,Killing-Zoe,Killing-Zoe,36.0,64.0,rotten
708,King-Kong,King-Kong,98.0,86.0,certified fresh
709,King-Kong,King-Kong,53.0,31.0,rotten
710,King-Kong,King-Kong,84.0,50.0,certified fresh
711,King-of-Comedy,King-of-Comedy,89.0,90.0,certified fresh
712,King's-Speech,King's-Speech,94.0,92.0,certified fresh
713,Kingdom,Kingdom,51.0,76.0,rotten
714,Kiss-of-the-Spider-Woman,Kiss-of-the-Spider-Woman,87.0,81.0,certified fresh
715,Klute,Klute,93.0,80.0,certified fresh
716,Knocked-Up,Knocked-Up,90.0,83.0,certified fresh
719,Kung-Fu-Panda,Kung-Fu-Panda,87.0,83.0,certified fresh
720,L.A.-Confidential,L.A.-Confidential,99.0,94.0,certified fresh
721,La-La-Land,La-La-Land,91.0,81.0,certified fresh
723,Labyrinth,Labyrinth,72.0,86.0,fresh
724,Ladykillers,Ladykillers,100.0,87.0,certified fresh
725,Ladykillers,Ladykillers,54.0,43.0,rotten
726,Lake-Placid,Lake-Placid,47.0,37.0,rotten
727,Land-of-the-Dead,Land-of-the-Dead,74.0,51.0,fresh
728,Larry-Crowne,Larry-Crowne,37.0,41.0,rotten
729,Last-Boy-Scout,Last-Boy-Scout,47.0,68.0,rotten
730,Last-Chance-Harvey,Last-Chance-Harvey,71.0,53.0,fresh
732,Last-of-the-Mohicans,Last-of-the-Mohicans,93.0,88.0,certified fresh
733,Last-Samurai,Last-Samurai,66.0,83.0,fresh
734,Last-Station,Last-Station,71.0,67.0,fresh
735,Last-Tango-in-Paris,Last-Tango-in-Paris,83.0,76.0,certified fresh
736,Law-Abiding-Citizen,Law-Abiding-Citizen,26.0,75.0,rotten
738,Leaving-Las-Vegas,Leaving-Las-Vegas,91.0,85.0,certified fresh
739,Legally-Blonde,Legally-Blonde,70.0,72.0,fresh
740,Legend,Legend,38.0,73.0,rotten
741,Legend,Legend,61.0,59.0,fresh
742,Legion,Legion,19.0,31.0,rotten
744,LEGO-Movie,LEGO-Movie,96.0,87.0,certified fresh
745,Les-Miserables,Les-Miserables,83.0,85.0,certified fresh
746,Les-Miserables,Les-Miserables,74.0,83.0,fresh
748,Lethal-Weapon,Lethal-Weapon,81.0,86.0,certified fresh
749,Lethal-Weapon-4,Lethal-Weapon-4,54.0,64.0,rotten
750,Leviathan,Leviathan,98.0,80.0,certified fresh
751,Leviathan,Leviathan,24.0,26.0,rotten
752,Leviathan,Leviathan,83.0,54.0,certified fresh
754,Life,Life,50.0,77.0,rotten
755,Life,Life,64.0,44.0,fresh
756,Life,Life,67.0,54.0,fresh
757,Life-As-A-House,Life-As-A-House,47.0,88.0,rotten
758,Life-of-David-Gale,Life-of-David-Gale,19.0,81.0,rotten
759,Life-of-Pi,Life-of-Pi,87.0,84.0,certified fresh
760,Light-Sleeper,Light-Sleeper,87.0,64.0,certified fresh
761,Limey,Limey,92.0,78.0,certified fresh
762,Limitless,Limitless,69.0,74.0,fresh
763,Lincoln,Lincoln,89.0,81.0,certified fresh
764,Lincoln-Lawyer,Lincoln-Lawyer,83.0,82.0,certified fresh
765,Lion-King,Lion-King,93.0,93.0,certified fresh
766,Lion-King,Lion-King,52.0,88.0,rotten
768,Little-Men,Little-Men,14.0,79.0,rotten
769,Little-Men,Little-Men,97.0,63.0,certified fresh
770,Little-Mermaid,Little-Mermaid,93.0,88.0,certified fresh
771,Little-Nicky,Little-Nicky,22.0,56.0,rotten
772,Living-in-Oblivion,Living-in-Oblivion,88.0,87.0,certified fresh
774,Logan,Logan,93.0,90.0,certified fresh
775,Logan's-Run,Logan's-Run,62.0,67.0,fresh
776,Lone-Star,Lone-Star,94.0,83.0,certified fresh
777,Long-Kiss-Goodnight,Long-Kiss-Goodnight,70.0,70.0,fresh
778,Looper,Looper,93.0,82.0,certified fresh
779,Lord-of-Illusions,Lord-of-Illusions,60.0,52.0,fresh
782,Lord-of-the-Rings-The-Two-Towers,Lord-of-the-Rings:-The-Two-Towers,95.0,95.0,certified fresh
783,Lord-of-War,Lord-of-War,61.0,84.0,fresh
784,Losers,Losers,48.0,54.0,rotten
785,Lost-Highway,Lost-Highway,61.0,87.0,fresh
786,Lost-Horizon,Lost-Horizon,20.0,45.0,rotten
